Election Year,Expert ID,State,Sex,Age Range,Politician,Candidate,Activist,Monitor,Election Official,Voter,Citizen,Political Scale,Candidate Supported,Perceptions of Electoral Integrity Index,State Electoral Integrity,National Electoral Integrity,Laws Discriminated,Laws Favored Incumbent,Laws Restricted Citizen Rights,Electoral Laws Index,Election Managed Well,Voting Information Available,Election Officials Fair,Election Followed Law,Election Procedures Index,Boundaries Discriminated,Boundaries Favored Incumbent,Boundaries Impartial,Voting District Boundaries Index,Citizens Not Found in Register,Register Inaccurate,Ineligible Voters Registered,Voter Registration Index,Opposition Prevented,Women Provided Opportunity,Leaders Selected Candidates,Campaign Rallies Restricted,Party/Candidate Registration Index,Newspapers Balanced,Television Favored Incumbent,Media Access Fair,Media Coverage Fair,Social Media Exposed Fraud,Media Coverage Index,Subsidy Access Fair,Donation Access Fair,Campaign Accounts Transparent,Elections Bought by Rich,Resources Improperly Used,Campaign Finance Index,Voters Threatened with Violence,Fradulent Votes Cast,Voting Process Easy,Choice of Candidates,Postal Ballots Available,Disabled Provided Access,Expatriates Able to Vote,Internet Ballots Available,Voting Process Index,Ballot Boxes Secure,Results Announced Without Delay,Vote Count Fair,International Monitors Restricted,Domestic Monitors Restricted,Vote Count Index,Results Challenged,Protests Peaceful,Protests Violent,Dispute Resolved in Courts,Election Results Index,Authorities Impartial,Information Distributed,Authorities Scrutinized,Authorities Performed Well,Electoral Authorities Index,Election Rigged,Deadlines Restrictive,Voters Waited,Voters Intimidated,Multiple Ballots Cast,Machines Accurate,Records Secure,Votes Counted Quickly,Outcome Reflected Popular Will
2016,140,District of Columbia,Male,70-79,,,,,,,1,6,Clinton,68.37,10,6,Disagree,Disagree,Disagree,75,Agree,Agree,Agree,Agree,75,Not Applicable,Not Applicable,Not Applicable,48.75,Don't Know,Don't Know,Don't Know,69.58,Agree,Agree,Disagree,Strongly Disagree,70,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Strongly Disagree,Don't Know,45.75,Don't Know,Agree,Agree,Don't Know,Don't Know,71.75,Disagree,Neither Agree Nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,84.38,Agree,Agree,Agree,Neither Agree Nor Disagree,Agree,60,Don't Know,Agree,Disagree,Agree,64.38,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Agree,Disagree,Don't Know,Strongly Agree,Don't Know,Strongly Agree,Strongly Agree
2016,141,District of Columbia,Male,30-39,,,,,,1,1,3,Clinton,70.23,10,3,Neither Agree Nor Disagree,Agree,Disagree,50,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Not Applicable,Not Applicable,Not Applicable,43.75,Don't Know,Don't Know,Don't Know,57.08,Strongly Disagree,Agree,Disagree,Strongly Disagree,85,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,55,Agree,Agree,Strongly Disagree,Agree,Disagree,50,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,78.13,Agree,Strongly Agree,Strongly Agree,Not Applicable,Disagree,87.75,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,68.75,Strongly Agree,Agree,Agree,Strongly Agree,87.5,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
2016,142,District of Columbia,Male,70-79,,,,,,1,1,2,Clinton,68.37,9,6,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,66.67,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Disagree,Strongly Disagree,Strongly Agree,91.67,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,58.33,Disagree,Strongly Agree,Disagree,Disagree,85,Disagree,Neither Agree Nor Disagree,Agree,Disagree,Neither Agree Nor Disagree,45,Agree,Agree,Disagree,Agree,Disagree,55,Disagree,Disagree,Neither Agree Nor Disagree,Agree,Agree,Agree,Agree,Disagree,65.63,Agree,Agree,Agree,Disagree,Disagree,75,Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree
2016,143,District of Columbia,Female,60-69,,,,,,,1,5,Clinton,62.58,10,9,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,66.67,Agree,Agree,Agree,Agree,75,Not Applicable,Not Applicable,Not Applicable,51.25,Don't Know,Don't Know,Don't Know,65.42,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,45,Agree,Agree,Agree,Agree,Don't Know,58.25,Neither Agree Nor Disagree,Disagree,Disagree,Don't Know,Don't Know,39.75,Don't Know,Don't Know,Strongly Agree,Agree,Don't Know,Agree,Agree,Agree,74.06,Agree,Agree,Agree,Don't Know,Don't Know,65.5,Not Applicable,Agree,Strongly Disagree,Don't Know,70.31,Agree,Agree,Agree,Agree,75,Strongly Disagree,Agree,Agree,Don't Know,Disagree,Agree,Agree,Agree,Disagree
2016,144,District of Columbia,Male,30-39,,,,,,,1,4,Clinton,68.88,9,2,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Neither Agree Nor Disagree,Agree,Strongly Agree,Strongly Agree,81.25,Strongly Disagree,Disagree,Neither Agree Nor Disagree,75,Disagree,Agree,Strongly Disagree,66.67,Strongly Disagree,Agree,Disagree,Strongly Disagree,85,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,40,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,40,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,81.25,Agree,Agree,Agree,Agree,Agree,55,Disagree,Strongly Agree,Disagree,Strongly Agree,62.5,Agree,Strongly Agree,Agree,Agree,81.25,Disagree,Disagree,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2016,145,District of Columbia,Female,60-69,,,,,,,1,4,Clinton,59.49,9,9,Not Applicable,Not Applicable,Disagree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,0,Not Applicable,Not Applicable,Not Applicable,37.92,Don't Know,Don't Know,Don't Know,62.92,Disagree,Agree,Disagree,Disagree,75,Agree,Disagree,Disagree,Agree,Not Applicable,58,Agree,Agree,Don't Know,Neither Agree Nor Disagree,Don't Know,55.25,Disagree,Disagree,Agree,Agree,Don't Know,Agree,Agree,Don't Know,72.5,Agree,Agree,Agree,Don't Know,Disagree,71.75,Disagree,Agree,Disagree,Not Applicable,61.56,Agree,Agree,Agree,Agree,75,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree
2016,146,Florida,Male,60-69,,,1,,,1,1,3,,59.18,8,7,Strongly Agree,Strongly Agree,Strongly Agree,0,Agree,Agree,Disagree,Agree,62.5,Strongly Agree,Strongly Agree,Disagree,8.33,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,58.33,Disagree,Agree,Disagree,Strongly Disagree,80,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,55,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,40,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,78.13,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Disagree,85,Disagree,Agree,Disagree,Neither Agree Nor Disagree,56.25,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree
2016,147,Florida,Male,40-49,,,,,,1,1,3,,63.93,10,10,Agree,Agree,Strongly Agree,16.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Agree,Strongly Agree,Disagree,8.33,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,58.33,Disagree,Agree,Disagree,Strongly Disagree,80,Agree,Neither Agree Nor Disagree,Don't Know,Agree,Strongly Disagree,50.25,Agree,Agree,Don't Know,Strongly Agree,Don't Know,53.5,Disagree,Disagree,Agree,Agree,Agree,Don't Know,Strongly Agree,Not Applicable,69.69,Don't Know,Strongly Agree,Strongly Agree,Don't Know,Don't Know,82.25,Disagree,Neither Agree Nor Disagree,Disagree,Don't Know,67.5,Agree,Agree,Strongly Agree,Agree,81.25,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2016,148,Florida,Male,30-39,,,,,,,1,2,Clinton,52.27,7,4,Agree,Agree,Disagree,41.67,Disagree,Disagree,Agree,Agree,50,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,48.75,Agree,Disagree,Disagree,Disagree,45,Disagree,Disagree,Disagree,Disagree,Not Applicable,35.75,Don't Know,Disagree,Agree,Agree,Don't Know,47.5,Disagree,Disagree,Disagree,Agree,Agree,Don't Know,Agree,Disagree,62.5,Agree,Agree,Agree,Agree,Disagree,65,Disagree,Agree,Disagree,Not Applicable,62.19,Agree,Agree,Agree,Agree,75,Disagree,Agree,Agree,Disagree,Strongly Disagree,Don't Know,Don't Know,Agree,Agree
2016,149,Florida,Male,60-69,,,,,,1,1,4,Clinton,54.59,5,7,Neither Agree Nor Disagree,Agree,Disagree,50,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,75,Strongly Agree,Strongly Agree,Disagree,8.33,Agree,Neither Agree Nor Disagree,Disagree,50,Disagree,Agree,Disagree,Disagree,70,Strongly Agree,Agree,Agree,Neither Agree Nor Disagree,Strongly Disagree,50,Agree,Agree,Disagree,Agree,Agree,45,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,65.63,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,65,Neither Agree Nor Disagree,Strongly Agree,Neither Agree Nor Disagree,Agree,43.75,Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree
2016,150,Florida,Male,50-59,,,,,,1,1,3,Clinton,39.52,3,2,Strongly Agree,Strongly Agree,Strongly Agree,0,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,31.25,Strongly Agree,Agree,Disagree,16.67,Strongly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,33.33,Agree,Disagree,Disagree,Disagree,45,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,25,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,10,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Don't Know,Don't Know,Don't Know,46.72,Don't Know,Agree,Agree,Not Applicable,Disagree,77.25,Neither Agree Nor Disagree,Disagree,Disagree,Not Applicable,70.31,Disagree,Don't Know,Don't Know,Neither Agree Nor Disagree,55,Strongly Agree,Strongly Agree,Agree,Don't Know,Strongly Disagree,Don't Know,Don't Know,Agree,Strongly Disagree
2016,151,Florida,Male,40-49,,,,,,1,1,3,Clinton,68.55,7,6,Agree,Strongly Disagree,Strongly Agree,41.67,Neither Agree Nor Disagree,Agree,Agree,Agree,68.75,Agree,Agree,Disagree,25,Strongly Agree,Disagree,Disagree,50,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Disagree,Disagree,Agree,Disagree,Neither Agree Nor Disagree,50,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,Disagree,65,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Disagree,72.5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Strongly Agree,Strongly Disagree,Not Applicable,69.69,Agree,Agree,Agree,Agree,75,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Neither Agree Nor Disagree
2016,152,Florida,Male,50-59,,,,,,1,1,4,Clinton,59.08,6,6,Strongly Agree,Agree,Agree,16.67,Neither Agree Nor Disagree,Don't Know,Don't Know,Neither Agree Nor Disagree,62.5,Strongly Agree,Agree,Disagree,16.67,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,66.67,Don't Know,Agree,Disagree,Don't Know,68.75,Agree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Disagree,45,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,50,Don't Know,Don't Know,Disagree,Agree,Agree,Agree,Don't Know,Don't Know,65,Strongly Agree,Strongly Agree,Agree,Don't Know,Don't Know,86.25,Disagree,Neither Agree Nor Disagree,Strongly Disagree,Agree,75,Agree,Agree,Agree,Neither Agree Nor Disagree,68.75,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Disagree
2016,153,Florida,Male,50-59,,,,,,,1,4,Clinton,54.52,4,2,Strongly Agree,Strongly Agree,Strongly Agree,0,Agree,Agree,Don't Know,Strongly Agree,83.44,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Neither Agree Nor Disagree,Disagree,50,Disagree,Disagree,Neither Agree Nor Disagree,Don't Know,53.25,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Don't Know,56.5,Don't Know,Don't Know,Strongly Disagree,Agree,Don't Know,38.25,Disagree,Disagree,Agree,Disagree,Strongly Agree,Don't Know,Strongly Agree,Strongly Disagree,65.78,Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,84.75,,Strongly Agree,Strongly Disagree,Agree,62.5,Disagree,Agree,Don't Know,Agree,61.88,Neither Agree Nor Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Neither Agree Nor Disagree
2016,154,Florida,Female,60-69,,,,,,1,1,6,Clinton,59.36,8,8,Neither Agree Nor Disagree,Disagree,Disagree,66.67,Agree,Agree,Agree,Agree,75,Don't Know,Don't Know,Don't Know,20,Don't Know,Don't Know,Don't Know,62.5,Don't Know,Agree,Agree,Don't Know,66.75,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Agree,40,Disagree,Don't Know,Don't Know,Agree,Don't Know,42.25,Disagree,Don't Know,Agree,Agree,Agree,Agree,Agree,Don't Know,68.13,Agree,Agree,Agree,Don't Know,Don't Know,73.5,Neither Agree Nor Disagree,Agree,Disagree,Don't Know,57.19,Agree,Neither Agree Nor Disagree,Agree,Agree,68.75,Disagree,Disagree,Neither Agree Nor Disagree,Don't Know,Don't Know,Agree,Agree,Agree,Disagree
2016,155,Florida,Male,50-59,,,,,,1,1,3,Clinton,72.7,9,8,Disagree,Disagree,Disagree,75,Strongly Agree,Strongly Agree,Agree,Agree,87.5,Agree,Agree,Disagree,25,Disagree,Disagree,Strongly Disagree,83.33,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Agree,Neither Agree Nor Disagree,Agree,Disagree,Strongly Disagree,45,Not Applicable,Agree,Agree,Neither Agree Nor Disagree,Disagree,67,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,78.13,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,Disagree,90.5,Disagree,Agree,Disagree,Strongly Agree,68.75,Neither Agree Nor Disagree,Agree,Agree,Agree,68.75,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2016,156,Florida,Female,30-39,,,,,,1,1,3,Clinton,66.76,10,7,Strongly Disagree,Disagree,Neither Agree Nor Disagree,75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,46.25,Disagree,Agree,Disagree,Strongly Disagree,80,Agree,Disagree,Agree,Agree,Don't Know,65.25,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,35,Don't Know,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Don't Know,Don't Know,Strongly Disagree,65.94,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,Not Applicable,90,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,68.75,Agree,Not Applicable,Agree,Agree,69.69,Strongly Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2016,157,Florida,Female,40-49,,,,,,1,1,3,Clinton,55.1,8,8,Agree,Agree,Agree,25,Agree,Strongly Agree,Agree,Agree,81.25,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Agree,Strongly Disagree,50,Disagree,Strongly Agree,Neither Agree Nor Disagree,Disagree,80,Disagree,Strongly Agree,Disagree,Disagree,Disagree,20,Agree,Agree,Neither Agree Nor Disagree,Disagree,Disagree,70,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,59.38,Agree,Agree,Agree,Neither Agree Nor Disagree,Disagree,70,Disagree,Agree,Disagree,Agree,62.5,Disagree,Agree,Agree,Neither Agree Nor Disagree,56.25,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree
2016,158,Florida,Female,50-59,,,,,,1,1,3,Clinton,44.21,1,1,Strongly Disagree,Strongly Agree,Strongly Agree,33.33,Strongly Disagree,Strongly Disagree,Agree,Disagree,25,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,53.75,Disagree,Strongly Disagree,Disagree,Don't Know,51.75,Disagree,Don't Know,Don't Know,Agree,Agree,58.25,Disagree,Disagree,Neither Agree Nor Disagree,Agree,Agree,30,Don't Know,Disagree,Disagree,Agree,Agree,Agree,Don't Know,Disagree,62.97,Agree,Agree,Don't Know,Agree,Agree,55.25,Disagree,Disagree,Disagree,Disagree,62.5,Strongly Disagree,Disagree,Disagree,Disagree,18.75,Agree,Disagree,Don't Know,Strongly Agree,Don't Know,Don't Know,Don't Know,Disagree,Strongly Disagree
2016,159,Florida,Female,40-49,,,,,,1,1,3,Clinton,55.41,8,8,Neither Agree Nor Disagree,Agree,Agree,33.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,53.33,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,55,Strongly Disagree,Don't Know,Disagree,Disagree,Strongly Disagree,19,Disagree,Disagree,Agree,Disagree,Don't Know,51.25,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,65.63,Agree,Agree,Agree,Don't Know,Don't Know,73.75,Don't Know,Agree,Disagree,Neither Agree Nor Disagree,52.5,Disagree,Strongly Agree,Neither Agree Nor Disagree,Agree,62.5,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Disagree
2016,160,Florida,Female,50-59,,,,,,1,1,3,Clinton,56.73,7,7,Disagree,Disagree,Agree,58.33,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,62.5,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Neither Agree Nor Disagree,Disagree,50,Disagree,Agree,Disagree,Neither Agree Nor Disagree,70,Disagree,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,40,Agree,Agree,Disagree,Agree,Neither Agree Nor Disagree,50,Disagree,Disagree,Agree,Agree,Agree,Agree,Neither Agree Nor Disagree,Disagree,65.63,Agree,Agree,Agree,Not Applicable,Disagree,74.25,Don't Know,Agree,Disagree,Don't Know,58.44,Neither Agree Nor Disagree,Agree,Agree,Agree,68.75,Disagree,Agree,Agree,Don't Know,Strongly Disagree,Don't Know,Agree,Agree,Don't Know
2016,161,Florida,Male,40-49,,,,,,1,1,7,Trump,61.73,9,9,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Agree,Agree,Agree,Agree,75,Agree,Agree,Disagree,25,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,41.67,Disagree,Agree,Disagree,Disagree,75,Agree,Agree,Agree,Agree,Neither Agree Nor Disagree,60,Neither Agree Nor Disagree,Agree,Disagree,Agree,Disagree,50,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,68.75,Agree,Agree,Agree,Disagree,Disagree,75,Disagree,Agree,Disagree,Agree,62.5,Agree,Agree,Agree,Agree,75,Disagree,Neither Agree Nor Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neither Agree Nor Disagree
2016,162,Florida,Male,40-49,,,,,,1,1,4,Clinton,59.97,7,5,Neither Agree Nor Disagree,Strongly Agree,Agree,25,Agree,Agree,Strongly Agree,Agree,81.25,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,57.5,Disagree,Strongly Agree,Disagree,Strongly Disagree,90,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Neither Agree Nor Disagree,35,Agree,Disagree,Disagree,Strongly Agree,Agree,30,Neither Agree Nor Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,75,Don't Know,Strongly Agree,Don't Know,Don't Know,Don't Know,83,Disagree,Strongly Agree,Disagree,Not Applicable,56.56,Agree,Agree,Agree,Neither Agree Nor Disagree,68.75,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Don't Know,Strongly Agree,Strongly Disagree
2016,163,Florida,Male,40-49,,,,,,1,1,3,Clinton,58.37,8,6,Agree,Strongly Agree,Agree,16.67,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Agree,Disagree,41.67,Agree,Agree,Disagree,Disagree,65,Disagree,Disagree,Disagree,Disagree,Disagree,35,Disagree,Disagree,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,20,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Strongly Agree,Strongly Agree,Agree,Don't Know,Don't Know,87,Disagree,Strongly Agree,Strongly Disagree,Agree,62.5,Neither Agree Nor Disagree,Agree,Agree,Agree,68.75,Disagree,Strongly Agree,Agree,Neither Agree Nor Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree
2016,164,Florida,Female,40-49,,,,,,,,3,,40.33,6,7,Agree,Strongly Agree,Agree,16.67,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,43.75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,41.67,Neither Agree Nor Disagree,Disagree,Agree,Neither Agree Nor Disagree,35,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,35,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,15,Neither Agree Nor Disagree,Don't Know,Agree,Agree,Agree,Neither Agree Nor Disagree,Agree,Strongly Disagree,60.31,Don't Know,Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,46.25,Disagree,Disagree,Don't Know,Neither Agree Nor Disagree,69.38,Disagree,Agree,Neither Agree Nor Disagree,Don't Know,52.5,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Don't Know,Don't Know,Disagree,Neither Agree Nor Disagree,Disagree,Strongly Disagree
2016,165,Florida,Male,30-39,,,,,,1,1,2,,58.37,8,8,Agree,Strongly Agree,Strongly Agree,8.33,Agree,Neither Agree Nor Disagree,Agree,Agree,68.75,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,47.08,Don't Know,Agree,Neither Agree Nor Disagree,Don't Know,70.25,Agree,Neither Agree Nor Disagree,Agree,Agree,Don't Know,60.25,Don't Know,Don't Know,Don't Know,Neither Agree Nor Disagree,Don't Know,52.5,Don't Know,Don't Know,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,75.31,Don't Know,Strongly Agree,Agree,Don't Know,Don't Know,83,Don't Know,Strongly Agree,Don't Know,Don't Know,52.81,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Disagree,Strongly Agree,Don't Know,Don't Know,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree
2016,166,Florida,Male,50-59,,,,,,1,1,4,Clinton,73.65,9,8,Disagree,Disagree,Neither Agree Nor Disagree,66.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Disagree,25,Disagree,Disagree,Disagree,75,Disagree,Agree,Strongly Disagree,Strongly Disagree,85,Agree,Neither Agree Nor Disagree,Agree,Strongly Agree,Neither Agree Nor Disagree,70,Not Applicable,Agree,Agree,Strongly Disagree,Agree,67,Disagree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,82.19,Agree,Agree,Agree,Don't Know,Disagree,73.25,Disagree,Agree,Disagree,Agree,62.5,Agree,Agree,Agree,Strongly Agree,81.25,Disagree,Agree,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree
2016,167,Florida,Male,30-39,,,,,,1,1,3,Clinton,64.16,9,9,Disagree,Disagree,Disagree,75,Agree,Agree,Agree,Agree,75,Agree,Agree,Neither Agree Nor Disagree,33.33,Don't Know,Don't Know,Don't Know,51.67,Disagree,Agree,Disagree,Disagree,75,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,45,Agree,Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,55,Neither Agree Nor Disagree,Disagree,Agree,Agree,Agree,Agree,Don't Know,Disagree,68.13,Don't Know,Agree,Agree,Don't Know,Don't Know,78.75,Disagree,Agree,Disagree,Don't Know,62.5,Agree,Agree,Agree,Agree,75,Strongly Disagree,Agree,Don't Know,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree
2016,168,Florida,Male,70-79,,,,,,1,1,2,Clinton,60.46,9,10,Don't Know,Strongly Agree,Agree,,Agree,Agree,Agree,Agree,75,Strongly Agree,Strongly Agree,Disagree,8.33,Agree,Neither Agree Nor Disagree,Disagree,50,Disagree,Agree,Disagree,Strongly Disagree,80,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,70,Neither Agree Nor Disagree,Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,59.38,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,90,Neither Agree Nor Disagree,Agree,Disagree,Strongly Agree,62.5,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,62.5,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
